ID,token,ner_tag
6970,0928460606,O
6970,በTelegram,O
6970,ለማዘዝ,O
6970,ይጠቀሙ,O
6970,@zemencallcenter,O
6970,@zemenexpressadmin,O
6970,ለተጨማሪ,O
6970,ማብራሪያ,O
6970,የቴሌግራም,O
6970,ገፃችን,O
6970,https://telegram.me/zemenexpress,O
6969,Baby,B-Product
6969,Head,I-Product
6969,Helmet,I-Product
6969,Cotton,I-Product
6969,Walk,I-Product
6969,Safety,I-Product
6969,Hat,I-Product
6969,Breathable,I-Product
6969,Headgear,I-Product
6969,Toddler,I-Product
6969,Antifall,I-Product
6969,Pad,I-Product
6969,This,O
6969,product,O
6969,is,O
6969,made,O
6969,of,O
6969,non-toxic,O
6969,cotton,O
6969,material.,O
6969,It,O
6969,can,O
6969,be,O
6969,adjustable,O
6969,to,O
6969,fits,O
6969,all,O
6969,the,O
6969,different,O
6969,size,O
6969,of,O
6969,head.,O
6969,The,O
6969,product,O
6969,is,O
6969,also,O
6969,breathable,O
6969,and,O
6969,the,O
6969,baby's,O
6969,head,O
6969,will,O
6969,not,O
6969,be,O
6969,sultry,O
6969,and,O
6969,muggy,O
6969,when,O
6969,playing.,O
6969,ዋጋ፦,B-PRICE
6969,550,I-PRICE
6969,ብር,I-PRICE
6969,ውስን,O
6969,ፍሬ,O
6969,ነው,O
6969,ያለን,O
6969,አድራሻ,O
6969,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6969,ቢሮ,O
6969,ቁ.,O
6969,S05/S06,O
6969,0902660722,O
6969,0928460606,O
6969,በTelegram,O
6969,ለማዘዝ,O
6969,ይጠቀሙ,O
6969,@zemencallcenter,O
6969,@zemenexpressadmin,O
6969,ለተጨማሪ,O
6969,ማብራሪያ,O
6969,የቴሌግራም,O
6969,ገፃችን,O
6969,https://telegram.me/zemenexpress,O
6968,በረፍት,O
6968,ቀንዎ,O
6968,ሱቅ,O
6968,ላይ,O
6968,መስተናገድ,O
6968,ለምትፈልጉ,O
6968,ውድ,O
6968,ደንበኞቻችን,O
6968,ነገ,O
6968,ከጠዋቱ,O
6968,4:30,O
6968,_,O
6968,ቀኑ,O
6968,11:00,O
6968,ድረስ,O
6968,ሱቃችን,O
6968,ክፍት,O
6968,ሁኖ,O
6968,ይጠብቅዎታል,O
6968,ሱቅ,O
6968,መተው,O
6968,መግዛት,O
6968,ላልቻላችሁ,O
6968,በሞተረኞች,O
6968,ያሉበት,O
6968,እናደርሳለን,O
6968,ዘወትር,O
6968,ሰኞ,O
6968,_ቅዳሜ,O
6968,ከጠዋቱ,O
6968,2:30,O
6968,እስከ,O
6968,ምሽቱ,O
6968,2:00,O
6968,ድረስ,O
6968,ክፍት,O
6968,መሆኑን,O
6968,እንገልፃለን,O
6968,አድራሻ,O
6968,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6968,ቢሮ,O
6968,ቁ.,O
6968,S05/S06,O
6968,0902660722,O
6968,0928460606,O
6968,በTelegram,O
6968,ለማዘዝ,O
6968,ይጠቀሙ,O
6968,@zemencallcenter,O
6968,@zemenexpressadmin,O
6968,ለተጨማሪ,O
6968,ማብራሪያ,O
6968,የቴሌግራም,O
6968,ገፃችን,O
6968,https://telegram.me/zemenexpress,O
964,Baby,B-Product
6964,knee,I-Product
6964,socks,I-Product
6964,ልጅዎ,O
6964,መዳህ,O
6964,በሚጀምሩበት,O
6964,ጊዜ,O
6964,ተመራጭ,O
6964,ዋጋ፦,B-PRICE
6964,250,I-PRICE
6964,ብር,I-PRICE
6964,ውስን,O
6964,ፍሬ,O
6964,ነው,O
6964,ያለን,O
6964,አድራሻ,O
6964,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6964,ቢሮ,O
6964,ቁ.,O
6964,S05/S06,O
6964,0902660722,O
6964,0928460606,O
6964,በTelegram,O
6964,ለማዘዝ,O
6964,ይጠቀሙ,O
6964,@zemencallcenter,O
6964,@zemenexpressadmin,O
6964,ለተጨማሪ,O
6964,ማብራሪያ,O
6964,የቴሌግራም,O
6964,ገፃችን,O
6964,https://telegram.me/zemenexpress,O
6963,Baby,B-Product
6963,knee,I-Product
6963,socks,I-Product
6963,ልጅዎ,O
6963,መዳህ,O
6963,በሚጀምሩበት,O
6963,ጊዜ,O
6963,ተመራጭ,O
6963,ዋጋ፦,B-PRICE
6963,250,I-PRICE
6963,ብር,I-PRICE
6963,ውስን,O
6963,ፍሬ,O
6963,ነው,O
6963,ያለን,O
6963,አድራሻ,O
6963,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6963,ቢሮ,O
6963,ቁ.,O
6963,S05/S06,O
6963,0902660722,O
6963,0928460606,O
6963,በTelegram,O
6963,ለማዘዝ,O
6963,ይጠቀሙ,O
6963,@zemencallcenter,O
6963,@zemenexpressadmin,O
6963,ለተጨማሪ,O
6963,ማብራሪያ,O
6963,የቴሌግራም,O
6963,ገፃችን,O
6963,https://telegram.me/zemenexpress,O
6959,5-in-1,B-Product
6959,Trouser,I-Product
6959,Hanger,I-Product
6959,የሱሪ,O
6959,ማስቀመጫ,O
6959,ዋጋ፦,B-PRICE
6959,650,I-PRICE
6959,ብር,I-PRICE
6959,ውስን,O
6959,ፍሬ,O
6959,ነው,O
6959,ያለን,O
6959,አድራሻ,O
6959,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6959,ቢሮ,O
6959,ቁ.,O
6959,S05/S06,O
6959,0902660722,O
6959,0928460606,O
6959,በTelegram,O
6959,ለማዘዝ,O
6959,ይጠቀሙ,O
6959,@zemencallcenter,O
6959,@zemenexpressadmin,O
6959,ለተጨማሪ,O
6959,ማብራሪያ,O
6959,የቴሌግራም,O
6959,ገፃችን,O
6959,https://telegram.me/zemenexpress,O
6950,WaterProof,B-Product
6950,Shower,I-Product
6950,Cap,I-Product
6950,reusable,O
6950,ዋጋ፦,B-PRICE
6950,200,I-PRICE
6950,ብር,I-PRICE
6950,ውስን,O
6950,ፍሬ,O
6950,ነው,O
6950,ያለው,O
6950,አድራሻ,O
6950,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6950,ቢሮ,O
6950,ቁ.,O
6950,S05/S06,O
6950,0902660722,O
6950,0928460606,O
6950,በTelegram,O
6950,ለማዘዝ,O
6950,ይጠቀሙ,O
6950,@zemencallcenter,O
6950,@zemenexpressadmin,O
6950,ለተጨማሪ,O
6950,ማብራሪያ,O
6950,የቴሌግራም,O
6950,ገፃችን,O
6950,https://telegram.me/zemenexpress,O
6947,Shock,B-Product
6947,and,O
6947,Noise,I-Product
6947,Cancelling,I-Product
6947,Washing,I-Product
6947,Machine,I-Product
6947,Support,I-Product
6947,Washer,I-Product
6947,and,O
6947,Dryer,O
6947,"Pedestals,Anti",O
6947,Slip,O
6947,Anti,O
6947,Vibration,O
6947,Rubber,O
6947,Washing,O
6947,Machine,O
6947,Feet,O
6947,Pads,O
6947,Washing,O
6947,Machine,O
6947,Stabilizer,O
6947,for,O
6947,Raise,O
6947,Height,O
6947,Reduce,O
6947,Noise,O
6947,4PCS,O
6947,ዋጋ፦,B-PRICE
6947,500,I-PRICE
6947,ብር,I-PRICE
6947,ውስን,O
6947,ፍሬ,O
6947,ነው,O
6947,ያለን,O
6947,አድራሻ,O
6947,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6947,ቢሮ,O
6947,ቁ.,O
6947,S05/S06,O
6947,0902660722,O
6947,0928460606,O
6947,በTelegram,O
6947,ለማዘዝ,O
6947,ይጠቀሙ,O
6947,@zemencallcenter,O
6947,@zemenexpressadmin,O
6947,ለተጨማሪ,O
6947,ማብራሪያ,O
6947,የቴሌግራም,O
6947,ገፃችን,O
6947,https://telegram.me/zemenexpress,O
6946,Shock,O
6946,and,O
6946,Noise,O
6946,Cancelling,O
6946,Washing,O
6946,Machine,O
6946,Support,O
6946,Washer,O
6946,and,O
6946,Dryer,O
6946,"Pedestals,Anti",O
6946,Slip,O
6946,Anti,O
6946,Vibration,O
6946,Rubber,O
6946,Washing,O
6946,Machine,O
6946,Feet,O
6946,Pads,O
6946,Washing,O
6946,Machine,O
6946,Stabilizer,O
6946,for,O
6946,Raise,O
6946,Height,O
6946,Reduce,O
6946,Noise,O
6946,4PCS,O
6946,ዋጋ፦,O
6946,500,O
6946,ብር,O
6946,ውስን,O
6946,ፍሬ,O
6946,ነው,O
6946,ያለን,O
6946,አድራሻ,O
6946,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6946,ቢሮ,O
6946,ቁ.,O
6946,S05/S06,O
6946,0902660722,O
6946,0928460606,O
6946,በTelegram,O
6946,ለማዘዝ,O
6946,ይጠቀሙ,O
6946,@zemencallcenter,O
6946,@zemenexpressadmin,O
6946,ለተጨማሪ,O
6946,ማብራሪያ,O
6946,የቴሌግራም,O
6946,ገፃችን,O
6946,https://telegram.me/zemenexpress,O
6945,Shock,B-PRODUCT
6945,and,I-PRODUCT
6945,Noise,I-PRODUCT
6945,Cancelling,I-PRODUCT
6945,Washing,I-PRODUCT
6945,Machine,I-PRODUCT
6945,Support,I-PRODUCT
6945,Washer,I-PRODUCT
6945,and,I-PRODUCT
6945,Dryer,I-PRODUCT
6945,"Pedestals,Anti",I-PRODUCT
6945,Slip,I-PRODUCT
6945,Anti,I-PRODUCT
6945,Vibration,I-PRODUCT
6945,Rubber,I-PRODUCT
6945,Washing,I-PRODUCT
6945,Machine,I-PRODUCT
6945,Feet,I-PRODUCT
6945,Pads,I-PRODUCT
6945,Washing,I-PRODUCT
6945,Machine,I-PRODUCT
6945,Stabilizer,I-PRODUCT
6945,for,I-PRODUCT
6945,Raise,I-PRODUCT
6945,Height,I-PRODUCT
6945,Reduce,I-PRODUCT
6945,Noise,I-PRODUCT
6945,4PCS,I-PRODUCT
6945,ዋጋ፦,O
6945,500,B-PRICE
6945,ብር,I-PRICE
6945,ውስን,O
6945,ፍሬ,O
6945,ነው,O
6945,ያለን,O
6945,አድራሻ,O
6945,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6945,ቢሮ,O
6945,ቁ.,O
6945,S05/S06,O
6945,0902660722,B-CONTACT
6945,0928460606,I-CONTACT
6945,በTelegram,O
6945,ለማዘዝ,O
6945,ይጠቀሙ,O
6945,@zemencallcenter,B-CONTACT
6945,@zemenexpressadmin,I-CONTACT
6945,ለተጨማሪ,O
6945,ማብራሪያ,O
6945,የቴሌግራም,O
6945,ገፃችን,O
6945,https://telegram.me/zemenexpress,B-CONTACT
6939,Magic,B-PRODUCT
6939,Silicone,I-PRODUCT
6939,Dish,I-PRODUCT
6939,Washing,I-PRODUCT
6939,Gloves,I-PRODUCT
6939,High,I-PRODUCT
6939,Quality,I-PRODUCT
6939,(ወፍራሙ),I-PRODUCT
6939,ዕቃ,O
6939,ለማጠብ,O
6939,ቤት,O
6939,ለማፅዳት,O
6939,መኪና,O
6939,ለማጠብ,O
6939,ለተለያየ,O
6939,አገልግሎት,O
6939,የሚውል,O
6939,ዋጋ፦,O
6939,350ብር,B-PRICE
6939,ውስን,O
6939,ፍሬ,O
6939,ነው,O
6939,ያለው,O
6939,አድራሻ,O
6939,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6939,ቢሮ,O
6939,ቁ.,O
6939,S05/S06,O
6939,0902660722,B-CONTACT
6939,0928460606,I-CONTACT
6939,በTelegram,O
6939,ለማዘዝ,O
6939,ይጠቀሙ,O
6939,@zemencallcenter,B-CONTACT
6939,@zemenexpressadmin,I-CONTACT
6939,ለተጨማሪ,O
6939,ማብራሪያ,O
6939,የቴሌግራም,O
6939,ገፃችን,O
6939,https://telegram.me/zemenexpress,B-CONTACT
6938,Magic,B-PRODUCT
6938,Silicone,I-PRODUCT
6938,Dish,I-PRODUCT
6938,Washing,I-PRODUCT
6938,Gloves,I-PRODUCT
6938,High,I-PRODUCT
6938,Quality,I-PRODUCT
6938,(ወፍራሙ),I-PRODUCT
6938,ዕቃ,O
6938,ለማጠብ,O
6938,ቤት,O
6938,ለማፅዳት,O
6938,መኪና,O
6938,ለማጠብ,O
6938,ለተለያየ,O
6938,አገልግሎት,O
6938,የሚውል,O
6938,ዋጋ፦,O
6938,350ብር,B-PRICE
6938,ውስን,O
6938,ፍሬ,O
6938,ነው,O
6938,ያለው,O
6938,አድራሻ,O
6938,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6938,ቢሮ,O
6938,ቁ.,O
6938,S05/S06,O
6938,0902660722,B-CONTACT
6938,0928460606,I-CONTACT
6938,በTelegram,O
6938,ለማዘዝ,O
6938,ይጠቀሙ,O
6938,@zemencallcenter,B-CONTACT
6938,@zemenexpressadmin,I-CONTACT
6938,ለተጨማሪ,O
6938,ማብራሪያ,O
6938,የቴሌግራም,O
6938,ገፃችን,O
6938,https://telegram.me/zemenexpress,B-CONTACT
6936,13pc,B-PRODUCT
6936,Portable,I-PRODUCT
6936,Health,I-PRODUCT
6936,Care,I-PRODUCT
6936,Kit,I-PRODUCT
6936,Designed,O
6936,For,O
6936,Newborn,O
6936,Babies,O
6936,13,O
6936,pieces,O
6936,of,O
6936,baby,O
6936,care,O
6936,"set,",O
6936,stored,O
6936,in,O
6936,a,O
6936,carton,O
6936,for,O
6936,easy,O
6936,storage,O
6936,&,O
6936,organizing,O
6936,"Simple,",O
6936,convenient,O
6936,and,O
6936,easy,O
6936,to,O
6936,use.,O
6936,Made,O
6936,of,O
6936,green,O
6936,materials,O
6936,to,O
6936,care,O
6936,for,O
6936,the,O
6936,baby,O
6936,s,O
6936,growth,O
6936,effectively,O
6936,protect,O
6936,baby,O
6936,s,O
6936,health,O
6936,new,O
6936,and,O
6936,high,O
6936,quality,O
6936,ዋጋ፦,O
6936,1100,B-PRICE
6936,ብር,I-PRICE
6936,ውስን,O
6936,ፍሬ,O
6936,ነው,O
6936,ያለው,O
6936,አድራሻ,O
6936,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6936,ቢሮ,O
6936,ቁ.,O
6936,S05/S06,O
6936,0902660722,B-CONTACT
6936,0928460606,I-CONTACT
6936,በTelegram,O
6936,ለማዘዝ,O
6936,ይጠቀሙ,O
6936,@zemencallcenter,B-CONTACT
6936,@zemenexpressadmin,I-CONTACT
6936,ለተጨማሪ,O
6936,ማብራሪያ,O
6936,የቴሌግራም,O
6936,ገፃችን,O
6936,https://telegram.me/zemenexpress,B-CONTACT
6933,Three-layer,B-PRODUCT
6933,Baby,I-PRODUCT
6933,Milk,I-PRODUCT
6933,Powder,I-PRODUCT
6933,Container,I-PRODUCT
6933,High,O
6933,Quality,O
6933,Three,O
6933,Layer,O
6933,No-Spill,O
6933,Baby,O
6933,Feeding,O
6933,Milk,O
6933,Powder,O
6933,Food,O
6933,Dispenser.,O
6933,A,O
6933,perfect,O
6933,storage,O
6933,for,O
6933,travel,O
6933,or,O
6933,home,O
6933,use.,O
6933,እናት,O
6933,ልጇን,O
6933,ይዛ,O
6933,የተለያየ,O
6933,ቦታ,O
6933,ስትንቀሳቀስ,O
6933,የዱቄት,O
6933,ወተት,O
6933,የመሳሰሉትን,O
6933,አስፈላጊ,O
6933,የልጆች,O
6933,ምግብ,O
6933,ይዞ,O
6933,ለመንቀሳቀስ,O
6933,የሚረዳ,O
6933,3,O
6933,ፓርቲሽን,O
6933,ያለው,O
6933,አሪፍ,O
6933,ኮንቴነር,O
6933,ዋጋ፦,O
6933,550,B-PRICE
6933,ብር,I-PRICE
6933,ውስን,O
6933,ፍሬ,O
6933,ነው,O
6933,ያለው,O
6933,አድራሻ,O
6933,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6933,ቢሮ,O
6933,ቁ.,O
6933,S05/S06,O
6933,0902660722,B-CONTACT
6933,0928460606,I-CONTACT
6933,በTelegram,O
6933,ለማዘዝ,O
6933,ይጠቀሙ,O
6933,@zemencallcenter,B-CONTACT
6933,@zemenexpressadmin,I-CONTACT
6933,ለተጨማሪ,O
6933,ማብራሪያ,O
6933,የቴሌግራም,O
6933,ገፃችን,O
6933,https://telegram.me/zemenexpress,B-CONTACT
6932,Three-layer,B-PRODUCT
6932,Baby,I-PRODUCT
6932,Milk,I-PRODUCT
6932,Powder,I-PRODUCT
6932,Container,I-PRODUCT
6932,High,O
6932,Quality,O
6932,Three,O
6932,Layer,O
6932,No-Spill,O
6932,Baby,O
6932,Feeding,O
6932,Milk,O
6932,Powder,O
6932,Food,O
6932,Dispenser.,O
6932,A,O
6932,perfect,O
6932,storage,O
6932,for,O
6932,travel,O
6932,or,O
6932,home,O
6932,use.,O
6932,እናት,O
6932,ልጇን,O
6932,ይዛ,O
6932,የተለያየ,O
6932,ቦታ,O
6932,ስትንቀሳቀስ,O
6932,የዱቄት,O
6932,ወተት,O
6932,የመሳሰሉትን,O
6932,አስፈላጊ,O
6932,የልጆች,O
6932,ምግብ,O
6932,ይዞ,O
6932,ለመንቀሳቀስ,O
6932,የሚረዳ,O
6932,3,O
6932,ፓርቲሽን,O
6932,ያለው,O
6932,አሪፍ,O
6932,ኮንቴነር,O
6932,ዋጋ፦,O
6932,500,B-PRICE
6932,ብር,I-PRICE
6932,ውስን,O
6932,ፍሬ,O
6932,ነው,O
6932,ያለው,O
6932,አድራሻ,O
6932,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6932,ቢሮ,O
6932,ቁ.,O
6932,S05/S06,O
6932,0902660722,B-CONTACT
6932,0928460606,I-CONTACT
6932,በTelegram,O
6932,ለማዘዝ,O
6932,ይጠቀሙ,O
6932,@zemencallcenter,B-CONTACT
6932,@zemenexpressadmin,I-CONTACT
6932,ለተጨማሪ,O
6932,ማብራሪያ,O
6932,የቴሌግራም,O
6932,ገፃችን,O
6932,https://telegram.me/zemenexpress,B-CONTACT
6929,Only,B-PRODUCT
6929,baby,I-PRODUCT
6929,3in1,I-PRODUCT
6929,double,I-PRODUCT
6929,bottle,I-PRODUCT
6929,milk,I-PRODUCT
6929,"warmer,sterilizer,food",I-PRODUCT
6929,steamer,I-PRODUCT
6929,ለሕፃን,O
6929,ወተት,O
6929,ማሞቂያ,O
6929,በተጨማሪ,O
6929,ምግብ,O
6929,ለመቀቀል,O
6929,የሚሆን,O
6929,ዋጋ፦,O
6929,3000,B-PRICE
6929,ብር,I-PRICE
6929,ውስን,O
6929,ፍሬ,O
6929,ነው,O
6929,ያለው,O
6929,አድራሻ,O
6929,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6929,ቢሮ,O
6929,ቁ.,O
6929,S05/S06,O
6929,0902660722,B-CONTACT
6929,0928460606,I-CONTACT
6929,በTelegram,O
6929,ለማዘዝ,O
6929,ይጠቀሙ,O
6929,@zemencallcenter,B-CONTACT
6929,@zemenexpressadmin,I-CONTACT
6929,ለተጨማሪ,O
6929,ማብራሪያ,O
6929,የቴሌግራም,O
6929,ገፃችን,O
6929,https://telegram.me/zemenexpress,B-CONTACT
6923,Only,B-PRODUCT
6923,baby,I-PRODUCT
6923,3in1,I-PRODUCT
6923,double,I-PRODUCT
6923,bottle,I-PRODUCT
6923,milk,I-PRODUCT
6923,"warmer,sterilizer,food",I-PRODUCT
6923,steamer,I-PRODUCT
6923,ለሕፃን,O
6923,ወተት,O
6923,ማሞቂያ,O
6923,በተጨማሪ,O
6923,ምግብ,O
6923,ለመቀቀል,O
6923,የሚሆን,O
6923,ዋጋ፦,O
6923,3000,B-PRICE
6923,ብር,I-PRICE
6923,ውስን,O
6923,ፍሬ,O
6923,ነው,O
6923,ያለው,O
6923,አድራሻ,O
6923,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6923,ቢሮ,O
6923,ቁ.,O
6923,S05/S06,O
6923,0902660722,B-CONTACT
6923,0928460606,I-CONTACT
6923,በTelegram,O
6923,ለማዘዝ,O
6923,ይጠቀሙ,O
6923,@zemencallcenter,B-CONTACT
6923,@zemenexpressadmin,I-CONTACT
6923,ለተጨማሪ,O
6923,ማብራሪያ,O
6923,የቴሌግራም,O
6923,ገፃችን,O
6923,https://telegram.me/zemenexpress,B-CONTACT
6917,Mini,B-PRODUCT
6917,Pocket,I-PRODUCT
6917,UV,I-PRODUCT
6917,Umbrella,I-PRODUCT
6917,ዋጋ፦,O
6917,1000,B-PRICE
6917,ብር,I-PRICE
6917,አድራሻ,O
6917,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6917,ቢሮ,O
6917,ቁ.,O
6917,S05/S06,O
6917,0902660722,B-CONTACT
6917,0928460606,I-CONTACT
6917,በTelegram,O
6917,ለማዘዝ,O
6917,ይጠቀሙ,O
6917,@zemencallcenter,O
6917,@zemenexpressadmin,O
6917,ለተጨማሪ,O
6917,ማብራሪያ,O
6917,የቴሌግራም,O
6917,ገፃችን,O
6917,https://telegram.me/zemenexpress,O
6916,Mini,B-PRODUCT
6916,Pocket,I-PRODUCT
6916,UV,I-PRODUCT
6916,Umbrella,I-PRODUCT
6916,የቀለም,O
6916,አማራጭ,O
6916,አላቸው,O
6916,በጣም,O
6916,ቀላል፣,O
6916,ለመያዝ,O
6916,ምቹ,O
6916,ጥላ,O
